timestamp,sensor_id,temperature,humidity,co2,light_level,zone
2024-01-01 00:52:00,sensor_006,21.4,48.6,449.0,182.0,zone_2
2024-01-01 00:54:00,sensor_007,22.1,48.0,450.0,198.0,zone_3
2024-01-01 00:56:00,sensor_008,22.1,50.0,459.0,162.0,zone_4
2024-01-01 00:58:00,sensor_009,21.3,,487.0,158.0,zone_5
2024-01-01 01:00:00,sensor_000,23.2,52.0,482.0,180.0,zone_1
2024-01-01 01:02:00,sensor_001,22.4,53.4,489.0,158.0,zone_2
2024-01-01 01:04:00,sensor_002,22.7,55.0,464.0,187.0,zone_3
2024-01-01 01:06:00,sensor_003,23.2,55.3,513.0,185.0,zone_4
2024-01-01 01:08:00,sensor_004,22.6,51.8,469.0,170.0,zone_5
2024-01-01 01:10:00,sensor_005,22.7,53.3,481.0,199.0,zone_1
2024-01-01 01:12:00,sensor_006,22.4,52.8,496.0,187.0,zone_2
2024-01-01 01:14:00,sensor_007,22.3,53.9,477.0,194.0,zone_3
2024-01-01 01:16:00,sensor_008,22.3,52.3,461.0,201.0,zone_4
2024-01-01 01:18:00,sensor_009,23.1,52.6,465.0,158.0,zone_5
2024-01-01 01:20:00,sensor_000,22.8,55.3,459.0,183.0,zone_1
2024-01-01 01:22:00,sensor_001,22.9,52.8,454.0,174.0,zone_2
2024-01-01 01:24:00,sensor_002,23.2,55.6,436.0,167.0,zone_3
2024-01-01 01:26:00,sensor_003,23.1,55.1,458.0,189.0,zone_4
2024-01-01 01:28:00,sensor_004,22.9,55.5,497.0,175.0,zone_5
2024-01-01 01:30:00,sensor_005,22.9,55.3,476.0,157.0,zone_1
2024-01-01 01:32:00,sensor_006,22.5,54.0,464.0,171.0,zone_2
2024-01-01 01:34:00,sensor_007,22.7,55.2,495.0,155.0,zone_3
2024-01-01 01:36:00,sensor_008,22.2,54.7,476.0,159.0,zone_4
2024-01-01 01:38:00,sensor_009,22.7,51.6,470.0,185.0,zone_5
2024-01-01 01:40:00,sensor_000,23.1,53.9,481.0,169.0,zone_1
2024-01-01 01:42:00,sensor_001,23.0,55.0,481.0,189.0,zone_2
2024-01-01 01:44:00,sensor_002,23.0,55.1,458.0,157.0,zone_3
2024-01-01 01:46:00,sensor_003,23.1,55.5,470.0,204.0,zone_4
2024-01-01 01:48:00,sensor_004,22.6,55.3,463.0,194.0,zone_5
2024-01-01 01:50:00,sensor_005,23.0,52.0,,170.0,zone_1
2024-01-01 01:52:00,sensor_006,22.7,52.8,472.0,185.0,zone_2
2024-01-01 01:54:00,sensor_007,22.6,55.0,469.0,155.0,zone_3
2024-01-01 01:56:00,sensor_008,23.2,53.7,499.0,162.0,zone_4
2024-01-01 01:58:00,sensor_009,23.2,52.7,482.0,157.0,zone_5
2024-01-01 02:00:00,sensor_000,23.8,57.3,481.0,167.0,zone_1
2024-01-01 02:02:00,sensor_001,23.2,58.9,464.0,189.0,zone_2
2024-01-01 02:04:00,sensor_002,23.6,55.5,493.0,180.0,zone_3
2024-01-01 02:06:00,sensor_003,23.9,56.4,458.0,190.0,zone_4
2024-01-01 02:08:00,sensor_004,23.3,56.9,487.0,,zone_5
2024-01-01 02:10:00,sensor_005,23.5,57.4,475.0,176.0,zone_1
2024-01-01 02:12:00,sensor_006,23.9,57.1,469.0,173.0,zone_2
2024-01-01 02:14:00,sensor_007,24.0,55.9,457.0,195.0,zone_3
2024-01-01 02:16:00,sensor_008,24.0,58.2,488.0,161.0,zone_4
2024-01-01 02:18:00,sensor_009,23.5,57.1,473.0,142.0,zone_5
2024-01-01 02:20:00,sensor_000,23.4,58.0,470.0,176.0,zone_1
2024-01-01 02:22:00,sensor_001,24.0,58.3,467.0,148.0,zone_2
2024-01-01 02:24:00,sensor_002,,55.4,448.0,204.0,zone_3
2024-01-01 02:26:00,sensor_003,23.9,59.2,476.0,199.0,zone_4
2024-01-01 02:28:00,sensor_004,23.9,57.2,507.0,181.0,zone_5
2024-01-01 02:30:00,sensor_005,23.7,56.2,484.0,189.0,zone_1
2024-01-01 02:32:00,sensor_006,23.8,56.3,471.0,171.0,zone_2
2024-01-01 02:34:00,sensor_007,23.7,55.8,452.0,169.0,zone_3
2024-01-01 02:36:00,sensor_008,23.6,57.4,481.0,147.0,zone_4
2024-01-01 02:38:00,sensor_009,23.8,58.0,485.0,200.0,zone_5
2024-01-01 02:40:00,sensor_000,23.6,58.2,483.0,159.0,zone_1
2024-01-01 02:42:00,sensor_001,23.8,57.6,459.0,181.0,zone_2
2024-01-01 02:44:00,sensor_002,23.5,57.9,467.0,144.0,zone_3
2024-01-01 02:46:00,sensor_003,23.8,55.3,469.0,157.0,zone_4
2024-01-01 02:48:00,sensor_004,23.3,57.1,433.0,179.0,zone_5
2024-01-01 02:50:00,sensor_005,24.0,56.7,470.0,172.0,zone_1
2024-01-01 02:52:00,sensor_006,23.2,57.4,482.0,151.0,zone_2
2024-01-01 02:54:00,sensor_007,23.9,58.2,500.0,183.0,zone_3
2024-01-01 02:56:00,sensor_008,23.3,57.9,453.0,151.0,zone_4
2024-01-01 02:58:00,sensor_009,23.4,57.6,494.0,180.0,zone_5
2024-01-01 03:00:00,sensor_000,24.1,58.4,483.0,201.0,zone_1
2024-01-01 03:02:00,sensor_001,24.8,58.6,505.0,172.0,zone_2
2024-01-01 03:04:00,sensor_002,24.9,60.7,439.0,198.0,zone_3
2024-01-01 03:06:00,sensor_003,24.5,,489.0,164.0,zone_4
2024-01-01 03:08:00,sensor_004,24.1,62.2,1178.552679138391,197.0,zone_5
2024-01-01 03:10:00,sensor_005,24.8,62.2,476.0,177.0,zone_1
2024-01-01 03:12:00,sensor_006,24.5,61.2,467.0,181.0,zone_2
2024-01-01 03:14:00,sensor_007,24.9,59.3,490.0,156.0,zone_3
2024-01-01 03:16:00,sensor_008,24.9,59.0,457.0,157.0,zone_4
2024-01-01 03:18:00,sensor_009,24.7,59.4,447.0,202.0,zone_5
2024-01-01 03:20:00,sensor_000,24.5,61.3,461.0,188.0,zone_1
2024-01-01 03:22:00,sensor_001,24.1,59.2,482.0,185.0,zone_2
2024-01-01 03:24:00,sensor_002,24.6,60.0,488.0,170.0,zone_3
2024-01-01 03:26:00,sensor_003,24.3,58.8,472.0,155.0,zone_4
2024-01-01 03:28:00,sensor_004,24.2,59.2,476.0,,zone_5
2024-01-01 03:30:00,sensor_005,24.3,58.7,486.0,170.0,zone_1
2024-01-01 03:32:00,sensor_006,24.6,59.4,477.0,151.0,zone_2
2024-01-01 03:34:00,sensor_007,24.9,60.3,499.0,157.0,zone_3
2024-01-01 03:36:00,sensor_008,24.2,58.5,491.0,171.0,zone_4
2024-01-01 03:38:00,sensor_009,24.1,60.8,473.0,163.0,zone_5
2024-01-01 03:40:00,sensor_000,25.0,58.8,488.0,167.0,zone_1
2024-01-01 03:42:00,sensor_001,24.6,60.1,487.0,168.0,zone_2
2024-01-01 03:44:00,sensor_002,24.7,60.8,,174.0,zone_3
2024-01-01 03:46:00,sensor_003,24.7,58.9,447.0,152.0,zone_4
2024-01-01 03:48:00,sensor_004,24.6,59.5,439.0,176.0,zone_5
2024-01-01 03:50:00,sensor_005,24.7,62.0,496.0,175.0,zone_1
2024-01-01 03:52:00,sensor_006,24.5,60.5,488.0,204.0,zone_2
2024-01-01 03:54:00,sensor_007,24.2,59.5,501.0,154.0,zone_3
2024-01-01 03:56:00,sensor_008,24.7,61.1,482.0,156.0,zone_4
2024-01-01 03:58:00,sensor_009,24.1,60.0,467.0,,zone_5
2024-01-01 04:00:00,sensor_000,25.5,63.0,472.0,208.0,zone_1
2024-01-01 04:02:00,sensor_001,24.7,63.7,482.0,166.0,zone_2
2024-01-01 04:04:00,sensor_002,25.3,63.2,495.0,150.0,zone_3
2024-01-01 04:06:00,sensor_003,25.3,64.1,460.0,170.0,zone_4
2024-01-01 04:08:00,sensor_004,25.5,62.9,462.0,193.0,zone_5
2024-01-01 04:10:00,sensor_005,25.1,62.8,485.0,201.0,zone_1
2024-01-01 04:12:00,sensor_006,24.9,62.1,487.0,173.0,zone_2
2024-01-01 04:14:00,sensor_007,25.2,64.4,485.0,164.0,zone_3
2024-01-01 04:16:00,sensor_008,,61.7,442.0,199.0,zone_4
2024-01-01 04:18:00,sensor_009,25.7,64.3,476.0,147.0,zone_5
2024-01-01 04:20:00,sensor_000,25.4,62.7,482.0,181.0,zone_1
2024-01-01 04:22:00,sensor_001,25.2,62.2,515.0,162.0,zone_2
2024-01-01 04:24:00,sensor_002,24.9,63.9,490.0,201.0,zone_3
2024-01-01 04:26:00,sensor_003,25.0,61.9,478.0,201.0,zone_4
2024-01-01 04:28:00,sensor_004,25.2,62.1,476.0,158.0,zone_5
2024-01-01 04:30:00,sensor_005,24.9,63.5,475.0,160.0,zone_1
2024-01-01 04:32:00,sensor_006,25.4,63.5,501.0,149.0,zone_2
2024-01-01 04:34:00,sensor_007,25.7,62.7,464.0,191.0,zone_3
2024-01-01 04:36:00,sensor_008,25.5,62.5,480.0,192.0,zone_4
2024-01-01 04:38:00,sensor_009,25.3,61.3,484.0,179.0,zone_5
2024-01-01 04:40:00,sensor_000,25.3,64.1,481.0,191.0,zone_1
2024-01-01 04:42:00,sensor_001,25.4,63.7,483.0,156.0,zone_2
2024-01-01 04:44:00,sensor_002,25.6,64.7,463.0,180.0,zone_3
2024-01-01 04:46:00,sensor_003,25.5,62.5,462.0,189.0,zone_4
2024-01-01 04:48:00,sensor_004,25.0,62.2,,190.0,zone_5
2024-01-01 04:50:00,sensor_005,24.8,61.0,493.0,192.0,zone_1
2024-01-01 04:52:00,sensor_006,24.8,62.5,452.0,190.0,zone_2
2024-01-01 04:54:00,sensor_007,25.6,63.4,436.0,189.0,zone_3
2024-01-01 04:56:00,sensor_008,25.3,62.4,457.0,186.0,zone_4
2024-01-01 04:58:00,sensor_009,25.2,61.6,462.0,170.0,zone_5
2024-01-01 05:00:00,sensor_000,26.0,64.8,490.0,,zone_1
2024-01-01 05:02:00,sensor_001,25.1,64.6,484.0,195.0,zone_2
2024-01-01 05:04:00,sensor_002,25.7,63.6,469.0,192.0,zone_3
2024-01-01 05:06:00,sensor_003,25.7,65.5,489.0,194.0,zone_4
2024-01-01 05:08:00,sensor_004,25.5,64.5,491.0,157.0,zone_5
2024-01-01 05:10:00,sensor_005,25.2,62.7,466.0,196.0,zone_1
2024-01-01 05:12:00,sensor_006,25.9,63.2,489.0,195.0,zone_2
2024-01-01 05:14:00,sensor_007,25.4,62.7,508.0,180.0,zone_3
2024-01-01 05:16:00,sensor_008,25.8,66.1,517.0,199.0,zone_4
2024-01-01 05:18:00,sensor_009,25.1,64.3,466.0,192.0,zone_5
2024-01-01 05:20:00,sensor_000,25.9,66.0,467.0,173.0,zone_1
2024-01-01 05:22:00,sensor_001,25.6,65.9,440.0,185.0,zone_2
2024-01-01 05:24:00,sensor_002,25.4,63.8,476.0,204.0,zone_3
2024-01-01 05:26:00,sensor_003,25.2,65.7,450.0,173.0,zone_4
2024-01-01 05:28:00,sensor_004,26.0,63.9,493.0,180.0,zone_5
2024-01-01 05:30:00,sensor_005,25.6,63.8,488.0,145.0,zone_1
2024-01-01 05:32:00,sensor_006,26.0,65.6,452.0,175.0,zone_2
2024-01-01 05:34:00,sensor_007,25.4,63.8,464.0,191.0,zone_3
2024-01-01 05:36:00,sensor_008,25.7,64.8,496.0,163.0,zone_4
2024-01-01 05:38:00,sensor_009,25.2,64.5,,167.0,zone_5
2024-01-01 05:40:00,sensor_000,25.9,63.5,446.0,168.0,zone_1
2024-01-01 05:42:00,sensor_001,,62.7,440.0,186.0,zone_2
2024-01-01 05:44:00,sensor_002,25.1,65.4,472.0,147.0,zone_3
2024-01-01 05:46:00,sensor_003,25.8,64.3,468.0,152.0,zone_4
2024-01-01 05:48:00,sensor_004,25.2,64.2,506.0,166.0,zone_5
2024-01-01 05:50:00,sensor_005,25.6,64.0,,184.0,zone_1
2024-01-01 05:52:00,sensor_006,25.8,64.2,490.0,161.0,zone_2
2024-01-01 05:54:00,sensor_007,25.1,63.3,459.0,181.0,zone_3
2024-01-01 05:56:00,sensor_008,25.6,64.0,470.0,191.0,zone_4
2024-01-01 05:58:00,sensor_009,25.7,65.3,493.0,186.0,zone_5
2024-01-01 06:00:00,sensor_000,25.5,64.5,469.0,153.0,zone_1
2024-01-01 06:02:00,sensor_001,25.6,63.3,488.0,174.0,zone_2
2024-01-01 06:04:00,sensor_002,25.3,65.7,504.0,155.0,zone_3
2024-01-01 06:06:00,sensor_003,25.5,63.2,473.0,181.0,zone_4
2024-01-01 06:08:00,sensor_004,25.9,66.6,491.0,190.0,zone_5
2024-01-01 06:10:00,sensor_005,25.9,63.6,463.0,167.0,zone_1
2024-01-01 06:12:00,sensor_006,25.8,65.9,482.0,197.0,zone_2
2024-01-01 06:14:00,sensor_007,25.8,62.8,508.0,187.0,zone_3
2024-01-01 06:16:00,sensor_008,25.9,63.9,456.0,149.0,zone_4
2024-01-01 06:18:00,sensor_009,25.6,63.3,498.0,168.0,zone_5
2024-01-01 06:20:00,sensor_000,25.6,64.1,482.0,165.0,zone_1
2024-01-01 06:22:00,sensor_001,25.3,62.9,475.0,180.0,zone_2
2024-01-01 06:24:00,sensor_002,25.9,64.6,481.0,159.0,zone_3
2024-01-01 06:26:00,sensor_003,25.6,63.8,494.0,,zone_4
2024-01-01 06:28:00,sensor_004,25.6,65.1,463.0,148.0,zone_5
2024-01-01 06:30:00,sensor_005,25.5,,440.0,161.0,zone_1
2024-01-01 06:32:00,sensor_006,25.9,64.7,472.0,175.0,zone_2
2024-01-01 06:34:00,sensor_007,25.2,62.8,470.0,200.0,zone_3
2024-01-01 06:36:00,sensor_008,25.9,64.4,463.0,169.0,zone_4
2024-01-01 06:38:00,sensor_009,25.8,66.0,483.0,181.0,zone_5
2024-01-01 06:40:00,sensor_000,25.8,64.8,488.0,158.0,zone_1
2024-01-01 06:42:00,sensor_001,25.4,64.7,451.0,166.0,zone_2
2024-01-01 06:44:00,sensor_002,25.9,66.0,507.0,162.0,zone_3
2024-01-01 06:46:00,sensor_003,25.8,65.7,463.0,153.0,zone_4
2024-01-01 06:48:00,sensor_004,26.0,65.7,486.0,183.0,zone_5
2024-01-01 06:50:00,sensor_005,,66.2,483.0,174.0,zone_1
2024-01-01 06:52:00,sensor_006,25.5,63.8,435.0,172.0,zone_2
2024-01-01 06:54:00,sensor_007,25.3,66.0,448.0,179.0,zone_3
2024-01-01 06:56:00,sensor_008,,64.6,494.0,186.0,zone_4
2024-01-01 06:58:00,sensor_009,26.0,65.3,487.0,171.0,zone_5
2024-01-01 07:00:00,sensor_000,25.2,65.8,451.0,157.0,zone_1
2024-01-01 07:02:00,sensor_001,25.3,63.9,,159.0,zone_2
2024-01-01 07:04:00,sensor_002,25.4,63.8,451.0,170.0,zone_3
2024-01-01 07:06:00,sensor_003,25.1,62.6,496.0,178.0,zone_4
2024-01-01 07:08:00,sensor_004,26.0,65.7,479.0,184.0,zone_5
2024-01-01 07:10:00,sensor_005,26.0,65.0,452.0,169.0,zone_1
2024-01-01 07:12:00,sensor_006,25.4,65.4,509.0,168.0,zone_2
2024-01-01 07:14:00,sensor_007,25.8,64.3,497.0,185.0,zone_3
2024-01-01 07:16:00,sensor_008,32.3,63.1,485.0,167.0,zone_4
2024-01-01 07:18:00,sensor_009,25.1,65.6,445.0,162.0,zone_5
2024-01-01 07:20:00,sensor_000,25.1,63.5,502.0,186.0,zone_1
2024-01-01 07:22:00,sensor_001,25.9,65.3,481.0,151.0,zone_2
2024-01-01 07:24:00,sensor_002,25.7,63.1,469.0,166.0,zone_3
2024-01-01 07:26:00,sensor_003,25.6,63.4,499.0,,zone_4
2024-01-01 07:28:00,sensor_004,26.0,66.1,490.0,164.0,zone_5
2024-01-01 07:30:00,sensor_005,26.0,65.5,481.0,169.0,zone_1
2024-01-01 07:32:00,sensor_006,25.9,64.4,446.0,188.0,zone_2
2024-01-01 07:34:00,sensor_007,25.8,63.3,508.0,157.0,zone_3
2024-01-01 07:36:00,sensor_008,25.3,64.0,465.0,187.0,zone_4
2024-01-01 07:38:00,sensor_009,25.3,66.2,447.0,165.0,zone_5
2024-01-01 07:40:00,sensor_000,25.7,65.4,482.0,,zone_1
2024-01-01 07:42:00,sensor_001,25.2,65.0,489.0,174.0,zone_2
2024-01-01 07:44:00,sensor_002,25.9,64.4,463.0,163.0,zone_3
2024-01-01 07:46:00,sensor_003,25.4,62.4,452.0,170.0,zone_4
2024-01-01 07:48:00,sensor_004,26.0,64.6,453.0,155.0,zone_5
2024-01-01 07:50:00,sensor_005,25.5,64.7,451.0,155.0,zone_1
2024-01-01 07:52:00,sensor_006,26.0,62.5,484.0,154.0,zone_2
2024-01-01 07:54:00,sensor_007,25.5,64.1,504.0,187.0,zone_3
2024-01-01 07:56:00,sensor_008,25.9,63.6,472.0,153.0,zone_4
2024-01-01 07:58:00,sensor_009,25.4,62.4,1162.4549289717481,193.0,zone_5
2024-01-01 08:00:00,sensor_000,25.1,63.5,672.0,589.0,zone_1
2024-01-01 08:02:00,sensor_001,25.1,61.9,638.0,576.0,zone_2
2024-01-01 08:04:00,sensor_002,25.2,64.7,655.0,625.0,zone_3
2024-01-01 08:06:00,sensor_003,25.0,63.8,739.0,403.0,zone_4
2024-01-01 08:08:00,sensor_004,,63.7,678.0,458.0,zone_5
2024-01-01 08:10:00,sensor_005,25.2,64.4,748.0,,zone_1
2024-01-01 08:12:00,sensor_006,25.3,64.0,724.0,370.0,zone_2
2024-01-01 08:14:00,sensor_007,25.0,63.1,655.0,552.0,zone_3
2024-01-01 08:16:00,sensor_008,25.5,62.1,705.0,,zone_4
2024-01-01 08:18:00,sensor_009,24.7,63.2,742.0,640.0,zone_5
2024-01-01 08:20:00,sensor_000,24.8,63.1,729.0,626.0,zone_1
2024-01-01 08:22:00,sensor_001,25.0,62.2,659.0,585.0,zone_2
2024-01-01 08:24:00,sensor_002,25.0,63.7,720.0,635.0,zone_3
2024-01-01 08:26:00,sensor_003,24.9,61.2,699.0,544.0,zone_4
2024-01-01 08:28:00,sensor_004,24.9,61.7,686.0,528.0,zone_5
2024-01-01 08:30:00,sensor_005,25.2,61.2,692.0,623.0,zone_1
2024-01-01 08:32:00,sensor_006,24.8,63.4,753.0,479.0,zone_2
2024-01-01 08:34:00,sensor_007,25.2,64.3,698.0,373.0,zone_3
2024-01-01 08:36:00,sensor_008,25.5,62.7,727.0,535.0,zone_4
2024-01-01 08:38:00,sensor_009,24.7,62.9,658.0,593.0,zone_5
2024-01-01 08:40:00,sensor_000,24.8,61.9,725.0,537.0,zone_1
2024-01-01 08:42:00,sensor_001,25.5,,721.0,583.0,zone_2
2024-01-01 08:44:00,sensor_002,25.0,64.2,706.0,,zone_3
2024-01-01 08:46:00,sensor_003,25.1,64.3,650.0,632.0,zone_4
2024-01-01 08:48:00,sensor_004,25.0,63.5,659.0,408.0,zone_5
2024-01-01 08:50:00,sensor_005,24.9,63.2,741.0,596.0,zone_1
2024-01-01 08:52:00,sensor_006,25.2,61.4,697.0,503.0,zone_2
2024-01-01 08:54:00,sensor_007,25.3,64.1,718.0,572.0,zone_3
2024-01-01 08:56:00,sensor_008,25.3,63.0,658.0,368.0,zone_4
2024-01-01 08:58:00,sensor_009,25.2,63.2,683.0,550.0,zone_5
2024-01-01 09:00:00,sensor_000,24.7,59.5,681.0,582.0,zone_1
2024-01-01 09:02:00,sensor_001,24.2,60.7,686.0,499.0,zone_2
2024-01-01 09:04:00,sensor_002,25.0,58.8,718.0,609.0,zone_3
2024-01-01 09:06:00,sensor_003,24.3,59.3,665.0,485.0,zone_4
2024-01-01 09:08:00,sensor_004,24.3,61.8,674.0,531.0,zone_5
2024-01-01 09:10:00,sensor_005,24.8,60.3,708.0,443.0,zone_1
2024-01-01 09:12:00,sensor_006,25.0,60.3,699.0,351.0,zone_2
2024-01-01 09:14:00,sensor_007,24.5,61.8,691.0,364.0,zone_3
2024-01-01 09:16:00,sensor_008,24.5,61.8,712.0,609.0,zone_4
2024-01-01 09:18:00,sensor_009,24.6,59.1,688.0,461.0,zone_5
2024-01-01 09:20:00,sensor_000,24.3,62.3,707.0,571.0,zone_1
2024-01-01 09:22:00,sensor_001,24.8,59.7,765.0,473.0,zone_2
2024-01-01 09:24:00,sensor_002,24.5,58.5,655.0,499.0,zone_3
2024-01-01 09:26:00,sensor_003,24.6,60.4,690.0,489.0,zone_4
2024-01-01 09:28:00,sensor_004,24.8,59.5,,653.0,zone_5
2024-01-01 09:30:00,sensor_005,24.3,61.6,697.0,566.0,zone_1
2024-01-01 09:32:00,sensor_006,24.8,61.2,755.0,515.0,zone_2
2024-01-01 09:34:00,sensor_007,24.8,61.4,700.0,644.0,zone_3
2024-01-01 09:36:00,sensor_008,24.7,60.8,721.0,394.0,zone_4
2024-01-01 09:38:00,sensor_009,25.0,58.8,698.0,355.0,zone_5
2024-01-01 09:40:00,sensor_000,24.4,61.4,681.0,564.0,zone_1
2024-01-01 09:42:00,sensor_001,24.2,59.1,716.0,371.0,zone_2
2024-01-01 09:44:00,sensor_002,24.2,62.0,696.0,441.0,zone_3
2024-01-01 09:46:00,sensor_003,24.7,61.1,731.0,560.0,zone_4
2024-01-01 09:48:00,sensor_004,24.3,62.2,666.0,513.0,zone_5
2024-01-01 09:50:00,sensor_005,24.4,59.7,688.0,567.0,zone_1
2024-01-01 09:52:00,sensor_006,24.7,59.8,696.0,392.0,zone_2
2024-01-01 09:54:00,sensor_007,24.3,59.5,754.0,588.0,zone_3
2024-01-01 09:56:00,sensor_008,24.5,59.1,695.0,435.0,zone_4
2024-01-01 09:58:00,sensor_009,24.7,,709.0,394.0,zone_5
2024-01-01 10:00:00,sensor_000,23.3,56.9,711.0,533.0,zone_1
2024-01-01 10:02:00,sensor_001,23.8,58.9,723.0,360.0,zone_2
2024-01-01 10:04:00,sensor_002,23.4,59.1,730.0,496.0,zone_3
2024-01-01 10:06:00,sensor_003,23.8,57.3,749.0,385.0,zone_4
2024-01-01 10:08:00,sensor_004,24.1,55.9,758.0,412.0,zone_5
2024-01-01 10:10:00,sensor_005,24.1,59.1,706.0,506.0,zone_1
2024-01-01 10:12:00,sensor_006,23.3,,642.0,530.0,zone_2
2024-01-01 10:14:00,sensor_007,24.1,58.6,703.0,492.0,zone_3
2024-01-01 10:16:00,sensor_008,23.7,56.2,648.0,403.0,zone_4
2024-01-01 10:18:00,sensor_009,24.0,55.9,743.0,528.0,zone_5
2024-01-01 10:20:00,sensor_000,23.3,57.9,720.0,497.0,zone_1
2024-01-01 10:22:00,sensor_001,23.5,56.1,692.0,433.0,zone_2
2024-01-01 10:24:00,sensor_002,23.2,57.8,687.0,558.0,zone_3
2024-01-01 10:26:00,sensor_003,23.6,57.2,677.0,446.0,zone_4
2024-01-01 10:28:00,sensor_004,24.1,56.4,685.0,379.0,zone_5
2024-01-01 10:30:00,sensor_005,24.0,57.6,659.0,396.0,zone_1
2024-01-01 10:32:00,sensor_006,23.9,56.1,686.0,516.0,zone_2
2024-01-01 10:34:00,sensor_007,23.7,58.0,720.0,375.0,zone_3
2024-01-01 10:36:00,sensor_008,23.7,57.5,642.0,510.0,zone_4
2024-01-01 10:38:00,sensor_009,23.4,57.5,685.0,385.0,zone_5
2024-01-01 10:40:00,sensor_000,23.7,57.0,713.0,485.0,zone_1
2024-01-01 10:42:00,sensor_001,23.6,58.5,740.0,568.0,zone_2
2024-01-01 10:44:00,sensor_002,23.3,59.2,671.0,444.0,zone_3
2024-01-01 10:46:00,sensor_003,23.6,58.3,754.0,369.0,zone_4
2024-01-01 10:48:00,sensor_004,24.2,56.7,729.0,484.0,zone_5
2024-01-01 10:50:00,sensor_005,23.9,57.4,693.0,551.0,zone_1
2024-01-01 10:52:00,sensor_006,23.7,58.1,656.0,501.0,zone_2
2024-01-01 10:54:00,sensor_007,23.9,57.4,653.0,445.0,zone_3
2024-01-01 10:56:00,sensor_008,23.5,59.0,683.0,446.0,zone_4
2024-01-01 10:58:00,sensor_009,24.0,58.7,711.0,469.0,zone_5
2024-01-01 11:00:00,sensor_000,22.8,54.4,642.0,364.0,zone_1
2024-01-01 11:02:00,sensor_001,22.5,55.0,672.0,420.0,zone_2
2024-01-01 11:04:00,sensor_002,,52.9,682.0,598.0,zone_3
2024-01-01 11:06:00,sensor_003,22.4,54.2,670.0,436.0,zone_4
2024-01-01 11:08:00,sensor_004,23.1,55.2,661.0,633.0,zone_5
2024-01-01 11:10:00,sensor_005,23.2,54.3,710.0,638.0,zone_1
2024-01-01 11:12:00,sensor_006,22.6,54.6,690.0,401.0,zone_2
2024-01-01 11:14:00,sensor_007,23.0,55.2,682.0,571.0,zone_3
2024-01-01 11:16:00,sensor_008,22.5,52.4,711.0,398.0,zone_4
2024-01-01 11:18:00,sensor_009,23.0,52.4,725.0,381.0,zone_5
2024-01-01 11:20:00,sensor_000,22.4,54.6,719.0,613.0,zone_1
2024-01-01 11:22:00,sensor_001,22.6,55.4,678.0,619.0,zone_2
2024-01-01 11:24:00,sensor_002,23.2,53.5,735.0,387.0,zone_3
2024-01-01 11:26:00,sensor_003,22.8,,665.0,625.0,zone_4
2024-01-01 11:28:00,sensor_004,22.8,53.6,669.0,438.0,zone_5
2024-01-01 11:30:00,sensor_005,23.2,53.1,693.0,603.0,zone_1
2024-01-01 11:32:00,sensor_006,22.5,55.3,675.0,392.0,zone_2
2024-01-01 11:34:00,sensor_007,22.6,54.9,665.0,452.0,zone_3
2024-01-01 11:36:00,sensor_008,23.1,55.5,724.0,427.0,zone_4
2024-01-01 11:38:00,sensor_009,22.4,54.5,666.0,596.0,zone_5
